PMID	Title	Affiliation
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 The Jennifer and Daniel Gilbert Neurofibromatosis Institute, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Center for Neuroscience and Behavioral Medicine at Children's National Medical Center, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 The Jennifer and Daniel Gilbert Neurofibromatosis Institute, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Center for Neuroscience and Behavioral Medicine at Children's National Medical Center, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 The Jennifer and Daniel Gilbert Neurofibromatosis Institute, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Center for Neuroscience and Behavioral Medicine at Children's National Medical Center, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Phyllis Green and Randolph Cowen Institute for Pediatric Neuroscience, NYU Langone Medical Center, New York, NY.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Nathan Kline Institute, Orangeburg, NY, USA.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 The Jennifer and Daniel Gilbert Neurofibromatosis Institute, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Center for Neuroscience and Behavioral Medicine at Children's National Medical Center, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD.
23163974	Diabetic retinopathy in patients with newly diagnosed type 2 diabetes mellitus in Jordan: prevalence...	Department of Ophthalmology, Faculty of Medicine, Jordan University of Science and Technology, Irbid, Jordan. hishamjammal@hotmail.com
23164004	Laparoscopic approach for inguinal hernia in children: resection without suture.	Hospital Star Médica Infantil Privado. carloscirped@hotmail.com
23164052	The effect of massage on agitated behaviours in older people with dementia: a literature review.	Griffith Health Institute, Griffith University, Brisbane, Qld. w.moyle@griffith.edu.au
23164062	Implications of bio-efficacy and persistence of insecticides when indoor residual spraying and long-...	Ifakara Health Institute, Environmental Health and Ecological Sciences Thematic Group, P,O Box 53, Ifakara, Tanzania. fredros@ihi.or.tz
23164069	Enucleation in Iceland 1992-2004: study in a defined population.	Department of Ophthalmology, Landspítali - The National University Hospital of Iceland, Reykjavik, IcelandSchool of Medicine, University of Iceland, Reykjavik, IcelandDepartment of Pathology, Landspítali - The National University Hospital of Iceland, Reykjavik, Iceland.
23164102	[Assessment of Tumor Necrosis Factor alpha gene expression profile in selected structures of middle ...	Katedra i Klinika Otolaryngologii GUMed, Polands. t.mionskowski@gumed.edu.pl
23164160	In depth analysis of risk factors for coeliac disease amongst children under 18 years old in the Gaz...	El Dorra Pediatrics Hospital, Yafast, the Gaza strip, Gaza City, Palestine. m_a_z1988@hotmail.com
23164232	Nitrogen partitioning and milk production of dairy cows grazing simple and diverse pastures.	Department of Agricultural Sciences, Lincoln University, Lincoln, New Zealand 7647.
23164245	Repression vs. activation of MOX, FMD, MPP1 and MAL1 promoters by sugars in Hansenula polymorpha: th...	Institute of Molecular and Cell Biology, University of Tartu, Tartu, Estonia.
23164293	The elephant moves into the sunlight: progress in childhood malnutrition.	Mbarara University, Mbarara, Uganda. maureen.duggan1@btinternet.com
23164311	Randomized trial of early developmental intervention on outcomes in children after birth asphyxia in...	University of Alabama at Birmingham, Birmingham, AL; Center for Infectious Disease Research in Zambia, Lusaka, Zambia. wcarlo@peds.uab.edu
23164407	Risks, benefits and survival strategies-views from female sex workers in Savannakhet, Laos.	Faculty of Postgraduate Studies and Research, University of Health Sciences, Vientiane, Laos. ketkesone@hotmail.com
23164412	Using antimicrobial adjuvant therapy in cancer treatment: a review.	"Nazarbayev University Research and Innovation System" private institution, Nazarbayev University, 53 Kabanbay Batyr Avenue, Astana 010000, Kazakhstan. amussabekova@nu.edu.kz.
23164424	Electrical coupling of isolated cardiomyocyte clusters grown on aligned conductive nanofibrous meshe...	Department of Chemical Engineering and Institute of Biomedical Engineering, National Tsing Hua University, Hsinchu 30013, Taiwan, ROC.
23164493	Four-year experience with outpatient laparoscopic adjustable gastric banding.	Division of General, Minimally Invasive and Robotic Surgery, Department of Surgery, University of Illinois at Chicago, Chicago, Illinois; 900 North Michigan Surgical Center, Chicago, Illinois.
23164496	Rickettsia africae in Hyalomma dromedarii ticks from sub-Saharan Algeria.	Service d'Ecologie et des Systèmes Vectoriels, Institut Pasteur d'Algérie, Algiers, Algeria.
23164530	Nurse mentorship to improve the quality of health care delivery in rural Rwanda.	Partners In Health/Inshuti Mu Buzima, Kigali, Rwanda. mangano2020@gmail.com
23164536	Photooxidation and antioxidant responses in the earthworm Amynthas gracilis exposed to environmental...	Institute of Zoology, National Taiwan University, Taiwan and Department of Life Science, National Taiwan University, Taiwan.
23164560	Comparison of total antibody and interferon-γ T-cell responses in patients following infection with ...	Clinical Research Unit-CRU, Technology Management Company-TMC, Tbilisi, Georgia.
23164565	Diabetic status of patients with leprosy in Kuwait.	Department of Medicine, Infectious Disease Hospital, Ministry of Health, Kuwait.
23164606	Differences in readmissions after open repair versus endovascular aneurysm repair.	Division of Vascular Surgery, Naval Medical Center San Diego, San Diego, Calif.
23164623	Iron telluride nanorods-based system for the detection of total mercury in blood.	Department of Chemistry, National Taiwan University, 1, Section 4, Roosevelt Road, Taipei 106, Taiwan.
23164669	Drug-induced lupus erythematosus.	Departamento de Dermatología, Clínica Universidad de Navarra, Facultad de Medicina, Universidad de Navarra, Pamplona, España. Electronic address: mpretel@unav.es.
23164669	Drug-induced lupus erythematosus.	Departamento de Dermatología, Clínica Universidad de Navarra, Facultad de Medicina, Universidad de Navarra, Pamplona, España.
23164669	Drug-induced lupus erythematosus.	Departamento de Dermatología, Clínica Universidad de Navarra, Facultad de Medicina, Universidad de Navarra, Pamplona, España.
23164671	The usefulness of densitometry as a method of assessing the nutritional status of athletes. Comparis...	Servicio de Medicina Nuclear, Complejo Hospitalario Universitario de Badajoz, Badajoz, España. infantetorre@yahoo.com
23164685	Alcohol consumption is a risk factor for colonic diverticulosis.	Department of Internal Medicine, Division of Gastroenterology, American University of Beirut Medical Center, Beirut, Lebanon. as08@aub.edu.lb
23164693	Soil and building material as main sources of indoor radon in Băiţa-Ştei radon prone area (Romania).	"Babeş-Bolyai" University, Cluj-Napoca RO-400294, Romania.
23164719	Perspective of family caregivers on self-care independence among older people living in long-term ca...	National Tainan Institute of Nursing, Department of Eldercare, Taiwan. suhsian@yahoo.com
23164723	[Thrombosis of the superior vena cava revealing a protein S deficiency].	Service de pneumologie, CHU Ibn Sina, Rabat, Maroc. herraklaila@yahoo.fr
23164729	Noninvasive determination of arterial elasticity and blood pressure. Part II:  elastogram and blood ...	Department of Behavioral Neurobiology, Institute of Neurobiology, Bulgarian Academy of Sciences, Sofia, Bulgaria. antonova@bio.bas.bg
23164739	[Postoperative evolution of pulmonary arterial hypertension associated with patent ductus arteriosus...	Departamento de Pediatría, Hospital Materno Infantil, Instituto Mexicano del Seguro Social del Estado de México y Municipios (ISSEMyM), Toluca, México.
23164741	[Successful endovascular treatment of nutcracker's syndrome with self-expanding stent].	Cardiología Intervencionista, Instituto de Corazón de Querétaro, Querétaro, Qro, México. marco.alcocerg@gmail.com
23164743	[Double outlet right ventricle. Embryological approach].	Departamento de Embriología, Instituto Nacional de Cardiología Ignacio Chávez, México D.F., México. munoz-embriologia@hotmail.com
23164738	[Inhibiting contractility without necrosis: would it be helpful for hypertrophic cardiomyopathy? Exp...	Departamento de Ecocardiografía, Instituto Nacional de Cardiología Ignacio Chávez, México D.F., México. roldanjavo@yahoo.com
23164742	[Is salt sensitive hypertension an inflammatory disease? Role of lymphocytes and macrophages].	Departamento de Nefrología y Fisiología Renal, Instituto Nacional de Cardiología Ignacio Chávez, México D.F., México. rtoledo29@hotmail.com
23164740	[Circumflex angioplasty in a patient with type IV dual left anterior descending coronary artery. Pro...	Unidad de Hemodinámica y Cardiología Intervencionista Cardiocentro Ernesto Che Guevara, Santa Clara, Villa Clara, Cuba. flmorenom@yahoo.com
23164744	[The electrophysiology of Wolff-Parkinson-White in the asymptomatic patient with activity or with hi...	Curso de Posgrado de Alta Especialidad en Electrofisiología Cardiaca, México D.F., México. enve@prodigy.net.mx
23164795	[Surgical tetanus in Abidjan, Cote d'Ivoire].	Service des maladies infectieuses et tropicale CHU de Treichville. chefaba@yahoo.fr
23164796	[Cardiovascular risk of immigrants living in Spain according to origin and years of stay].	Cátedra de Riesgo Cardiovascular, Facultad de Medicina, Universidad Católica de Murcia, Murcia, España.
23164812	Presence of antiseptic resistance genes in porcine methicillin-resistant Staphylococcus aureus.	Department of Health Technology and Informatics, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong.
